--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 2.00   8250 -3.0  2.0  0.2799  0.2805 Kp L ATLAS 
 2.50   8250 -3.0  2.0  0.2857  0.2724 Kp L ATLAS 
 3.00   8250 -3.0  2.0  0.2970  0.2600 Kp L ATLAS 
 3.50   8250 -3.0  2.0  0.3091  0.2476 Kp L ATLAS 
 4.00   8250 -3.0  2.0  0.2849  0.2701 Kp L ATLAS 
 4.50   8250 -3.0  2.0  0.2297  0.3108 Kp L ATLAS 
 5.00   8250 -3.0  2.0  0.2008  0.3296 Kp L ATLAS 
 1.50   8500 -3.0  2.0  0.2724  0.2825 Kp L ATLAS 
 2.00   8500 -3.0  2.0  0.2618  0.2861 Kp L ATLAS 
 2.50   8500 -3.0  2.0  0.2620  0.2826 Kp L ATLAS 
 3.00   8500 -3.0  2.0  0.2702  0.2737 Kp L ATLAS 
 3.50   8500 -3.0  2.0  0.2822  0.2623 Kp L ATLAS 
 4.00   8500 -3.0  2.0  0.2901  0.2558 Kp L ATLAS 
 4.50   8500 -3.0  2.0  0.2518  0.2905 Kp L ATLAS 
 5.00   8500 -3.0  2.0  0.2027  0.3260 Kp L ATLAS 
 1.50   8750 -3.0  2.0  0.2655  0.2815 Kp L ATLAS 
 2.00   8750 -3.0  2.0  0.2497  0.2875 Kp L ATLAS 
 2.50   8750 -3.0  2.0  0.2455  0.2864 Kp L ATLAS 
 3.00   8750 -3.0  2.0  0.2488  0.2819 Kp L ATLAS 
 3.50   8750 -3.0  2.0  0.2575  0.2743 Kp L ATLAS 
 4.00   8750 -3.0  2.0  0.2692  0.2641 Kp L ATLAS 
 4.50   8750 -3.0  2.0  0.2667  0.2691 Kp L ATLAS 
 5.00   8750 -3.0  2.0  0.2174  0.3107 Kp L ATLAS 
 1.50   9000 -3.0  2.0  0.2617  0.2802 Kp L ATLAS 
 2.00   9000 -3.0  2.0  0.2405  0.2881 Kp L ATLAS 
 2.50   9000 -3.0  2.0  0.2331  0.2881 Kp L ATLAS 
 3.00   9000 -3.0  2.0  0.2330  0.2854 Kp L ATLAS 
 3.50   9000 -3.0  2.0  0.2384  0.2806 Kp L ATLAS 
 4.00   9000 -3.0  2.0  0.2479  0.2734 Kp L ATLAS 
 4.50   9000 -3.0  2.0  0.2606  0.2626 Kp L ATLAS 
 5.00   9000 -3.0  2.0  0.2745  0.2494 Kp L ATLAS 
 2.00   9250 -3.0  2.0  0.2344  0.2876 Kp L ATLAS 
 2.50   9250 -3.0  2.0  0.2239  0.2885 Kp L ATLAS 
 3.00   9250 -3.0  2.0  0.2213  0.2868 Kp L ATLAS 
 3.50   9250 -3.0  2.0  0.2241  0.2834 Kp L ATLAS 
 4.00   9250 -3.0  2.0  0.2300  0.2795 Kp L ATLAS 
 4.50   9250 -3.0  2.0  0.2394  0.2727 Kp L ATLAS 
 5.00   9250 -3.0  2.0  0.2518  0.2618 Kp L ATLAS 
 2.00   9500 -3.0  2.0  0.2291  0.2876 Kp L ATLAS 
 2.50   9500 -3.0  2.0  0.2171  0.2880 Kp L ATLAS 
 3.00   9500 -3.0  2.0  0.2128  0.2864 Kp L ATLAS 
 3.50   9500 -3.0  2.0  0.2129  0.2847 Kp L ATLAS 
 4.00   9500 -3.0  2.0  0.2161  0.2825 Kp L ATLAS 
 4.50   9500 -3.0  2.0  0.2229  0.2784 Kp L ATLAS 
 5.00   9500 -3.0  2.0  0.2326  0.2710 Kp L ATLAS 
 2.00   9750 -3.0  2.0  0.2245  0.2879 Kp L ATLAS 
 2.50   9750 -3.0  2.0  0.2111  0.2879 Kp L ATLAS 
 3.00   9750 -3.0  2.0  0.2058  0.2859 Kp L ATLAS 
 3.50   9750 -3.0  2.0  0.2041  0.2849 Kp L ATLAS 
 4.00   9750 -3.0  2.0  0.2053  0.2839 Kp L ATLAS 
 4.50   9750 -3.0  2.0  0.2094  0.2818 Kp L ATLAS 
 5.00   9750 -3.0  2.0  0.2168  0.2772 Kp L ATLAS 
 2.00  10000 -3.0  2.0  0.2207  0.2881 Kp L ATLAS 
 2.50  10000 -3.0  2.0  0.2065  0.2872 Kp L ATLAS 
 3.00  10000 -3.0  2.0  0.1999  0.2853 Kp L ATLAS 
 3.50  10000 -3.0  2.0  0.1969  0.2846 Kp L ATLAS 
 4.00  10000 -3.0  2.0  0.1971  0.2839 Kp L ATLAS 
 4.50  10000 -3.0  2.0  0.1991  0.2833 Kp L ATLAS 
 5.00  10000 -3.0  2.0  0.2042  0.2805 Kp L ATLAS 
 2.00  10500 -3.0  2.0  0.2126  0.2900 Kp L ATLAS 
 2.50  10500 -3.0  2.0  0.1971  0.2874 Kp L ATLAS 
 3.00  10500 -3.0  2.0  0.1900  0.2840 Kp L ATLAS 
 3.50  10500 -3.0  2.0  0.1861  0.2827 Kp L ATLAS 
 4.00  10500 -3.0  2.0  0.1845  0.2825 Kp L ATLAS 
 4.50  10500 -3.0  2.0  0.1844  0.2830 Kp L ATLAS 
 5.00  10500 -3.0  2.0  0.1853  0.2833 Kp L ATLAS 
 2.50  11000 -3.0  2.0  0.1894  0.2873 Kp L ATLAS 
 3.00  11000 -3.0  2.0  0.1817  0.2828 Kp L ATLAS 
 3.50  11000 -3.0  2.0  0.1774  0.2806 Kp L ATLAS 
 4.00  11000 -3.0  2.0  0.1751  0.2801 Kp L ATLAS 
 4.50  11000 -3.0  2.0  0.1735  0.2812 Kp L ATLAS 
 5.00  11000 -3.0  2.0  0.1731  0.2824 Kp L ATLAS 
 2.50  11500 -3.0  2.0  0.1823  0.2879 Kp L ATLAS 
 3.00  11500 -3.0  2.0  0.1744  0.2816 Kp L ATLAS 
 3.50  11500 -3.0  2.0  0.1702  0.2781 Kp L ATLAS 
 4.00  11500 -3.0  2.0  0.1677  0.2772 Kp L ATLAS 
 4.50  11500 -3.0  2.0  0.1660  0.2778 Kp L ATLAS 
 5.00  11500 -3.0  2.0  0.1643  0.2799 Kp L ATLAS 
 2.50  12000 -3.0  2.0  0.1765  0.2881 Kp L ATLAS 
 3.00  12000 -3.0  2.0  0.1679  0.2806 Kp L ATLAS 
 3.50  12000 -3.0  2.0  0.1636  0.2761 Kp L ATLAS 
 4.00  12000 -3.0  2.0  0.1609  0.2745 Kp L ATLAS 
 4.50  12000 -3.0  2.0  0.1593  0.2746 Kp L ATLAS 
 5.00  12000 -3.0  2.0  0.1575  0.2764 Kp L ATLAS 
 2.50  12500 -3.0  2.0  0.1717  0.2885 Kp L ATLAS 
 3.00  12500 -3.0  2.0  0.1625  0.2794 Kp L ATLAS 
 3.50  12500 -3.0  2.0  0.1581  0.2737 Kp L ATLAS 
 4.00  12500 -3.0  2.0  0.1553  0.2715 Kp L ATLAS 
 4.50  12500 -3.0  2.0  0.1538  0.2711 Kp L ATLAS 
 5.00  12500 -3.0  2.0  0.1517  0.2729 Kp L ATLAS 
 2.50  13000 -3.0  2.0  0.1674  0.2892 Kp L ATLAS 
 3.00  13000 -3.0  2.0  0.1578  0.2784 Kp L ATLAS 
 3.50  13000 -3.0  2.0  0.1532  0.2715 Kp L ATLAS 
 4.00  13000 -3.0  2.0  0.1506  0.2683 Kp L ATLAS 
 4.50  13000 -3.0  2.0  0.1486  0.2678 Kp L ATLAS 
 5.00  13000 -3.0  2.0  0.1469  0.2690 Kp L ATLAS 
 2.00  14000 -3.0  2.0  0.1906  0.3023 Kp L ATLAS 
 2.50  14000 -3.0  2.0  0.1601  0.2917 Kp L ATLAS 
 3.00  14000 -3.0  2.0  0.1494  0.2776 Kp L ATLAS 
 3.50  14000 -3.0  2.0  0.1449  0.2677 Kp L ATLAS 
 4.00  14000 -3.0  2.0  0.1420  0.2630 Kp L ATLAS 
 4.50  14000 -3.0  2.0  0.1401  0.2613 Kp L ATLAS 
 5.00  14000 -3.0  2.0  0.1383  0.2620 Kp L ATLAS 
 2.50  15000 -3.0  2.0  0.1541  0.2954 Kp L ATLAS 
 3.00  15000 -3.0  2.0  0.1419  0.2782 Kp L ATLAS 
 3.50  15000 -3.0  2.0  0.1377  0.2652 Kp L ATLAS 
 4.00  15000 -3.0  2.0  0.1350  0.2583 Kp L ATLAS 
 4.50  15000 -3.0  2.0  0.1330  0.2555 Kp L ATLAS 
 5.00  15000 -3.0  2.0  0.1314  0.2553 Kp L ATLAS 
 2.50  16000 -3.0  2.0  0.1489  0.3002 Kp L ATLAS 
 3.00  16000 -3.0  2.0  0.1353  0.2799 Kp L ATLAS 
 3.50  16000 -3.0  2.0  0.1310  0.2641 Kp L ATLAS 
 4.00  16000 -3.0  2.0  0.1289  0.2547 Kp L ATLAS 
 4.50  16000 -3.0  2.0  0.1272  0.2504 Kp L ATLAS 
 5.00  16000 -3.0  2.0  0.1255  0.2494 Kp L ATLAS 
 2.50  17000 -3.0  2.0  0.1451  0.3051 Kp L ATLAS 
 3.00  17000 -3.0  2.0  0.1285  0.2830 Kp L ATLAS 
 3.50  17000 -3.0  2.0  0.1245  0.2640 Kp L ATLAS 
 4.00  17000 -3.0  2.0  0.1229  0.2523 Kp L ATLAS 
 4.50  17000 -3.0  2.0  0.1217  0.2464 Kp L ATLAS 
 5.00  17000 -3.0  2.0  0.1202  0.2444 Kp L ATLAS 
 2.50  18000 -3.0  2.0  0.1439  0.3095 Kp L ATLAS 
 3.00  18000 -3.0  2.0  0.1226  0.2863 Kp L ATLAS 
 3.50  18000 -3.0  2.0  0.1180  0.2649 Kp L ATLAS 
 4.00  18000 -3.0  2.0  0.1169  0.2511 Kp L ATLAS 
 4.50  18000 -3.0  2.0  0.1162  0.2435 Kp L ATLAS 
 5.00  18000 -3.0  2.0  0.1152  0.2404 Kp L ATLAS 
 2.50  19000 -3.0  2.0  0.1448  0.3142 Kp L ATLAS 
 3.00  19000 -3.0  2.0  0.1177  0.2895 Kp L ATLAS 
 3.50  19000 -3.0  2.0  0.1118  0.2661 Kp L ATLAS 
 4.00  19000 -3.0  2.0  0.1112  0.2502 Kp L ATLAS 
 4.50  19000 -3.0  2.0  0.1108  0.2415 Kp L ATLAS 
 5.00  19000 -3.0  2.0  0.1102  0.2373 Kp L ATLAS 
 3.00  20000 -3.0  2.0  0.1136  0.2937 Kp L ATLAS 
 3.50  20000 -3.0  2.0  0.1065  0.2673 Kp L ATLAS 
 4.00  20000 -3.0  2.0  0.1056  0.2496 Kp L ATLAS 
 4.50  20000 -3.0  2.0  0.1053  0.2399 Kp L ATLAS 
 5.00  20000 -3.0  2.0  0.1051  0.2350 Kp L ATLAS 
 3.00  21000 -3.0  2.0  0.1106  0.2986 Kp L ATLAS 
 3.50  21000 -3.0  2.0  0.1014  0.2697 Kp L ATLAS 
 4.00  21000 -3.0  2.0  0.1004  0.2494 Kp L ATLAS 
 4.50  21000 -3.0  2.0  0.1002  0.2384 Kp L ATLAS 
 5.00  21000 -3.0  2.0  0.1001  0.2331 Kp L ATLAS 
 3.00  22000 -3.0  2.0  0.1085  0.3043 Kp L ATLAS 
 3.50  22000 -3.0  2.0  0.0968  0.2731 Kp L ATLAS 
 4.00  22000 -3.0  2.0  0.0954  0.2503 Kp L ATLAS 
 4.50  22000 -3.0  2.0  0.0956  0.2373 Kp L ATLAS 
 5.00  22000 -3.0  2.0  0.0955  0.2312 Kp L ATLAS 
 3.00  23000 -3.0  2.0  0.1079  0.3100 Kp L ATLAS 
 3.50  23000 -3.0  2.0  0.0924  0.2778 Kp L ATLAS 
 4.00  23000 -3.0  2.0  0.0906  0.2525 Kp L ATLAS 
 4.50  23000 -3.0  2.0  0.0908  0.2375 Kp L ATLAS 
 5.00  23000 -3.0  2.0  0.0910  0.2301 Kp L ATLAS 
 3.00  24000 -3.0  2.0  0.1083  0.3163 Kp L ATLAS 
 3.50  24000 -3.0  2.0  0.0886  0.2831 Kp L ATLAS 
 4.00  24000 -3.0  2.0  0.0857  0.2561 Kp L ATLAS 
 4.50  24000 -3.0  2.0  0.0863  0.2388 Kp L ATLAS 
 5.00  24000 -3.0  2.0  0.0866  0.2300 Kp L ATLAS 
 3.00  25000 -3.0  2.0  0.1095  0.3234 Kp L ATLAS 
 3.50  25000 -3.0  2.0  0.0854  0.2886 Kp L ATLAS 
 4.00  25000 -3.0  2.0  0.0813  0.2600 Kp L ATLAS 
 4.50  25000 -3.0  2.0  0.0816  0.2413 Kp L ATLAS 
 5.00  25000 -3.0  2.0  0.0821  0.2311 Kp L ATLAS 
 3.00  26000 -3.0  2.0  0.1065  0.3335 Kp L ATLAS 
 3.50  26000 -3.0  2.0  0.0825  0.2945 Kp L ATLAS 
 4.00  26000 -3.0  2.0  0.0770  0.2644 Kp L ATLAS 
 4.50  26000 -3.0  2.0  0.0773  0.2442 Kp L ATLAS 
 5.00  26000 -3.0  2.0  0.0778  0.2329 Kp L ATLAS 
 3.00  27000 -3.0  2.0  0.0979  0.3440 Kp L ATLAS 
 3.50  27000 -3.0  2.0  0.0788  0.3012 Kp L ATLAS 
 4.00  27000 -3.0  2.0  0.0731  0.2687 Kp L ATLAS 
 4.50  27000 -3.0  2.0  0.0731  0.2472 Kp L ATLAS 
 5.00  27000 -3.0  2.0  0.0736  0.2349 Kp L ATLAS 
 3.50  28000 -3.0  2.0  0.0734  0.3076 Kp L ATLAS 
 4.00  28000 -3.0  2.0  0.0692  0.2727 Kp L ATLAS 
 4.50  28000 -3.0  2.0  0.0692  0.2498 Kp L ATLAS 
 5.00  28000 -3.0  2.0  0.0694  0.2367 Kp L ATLAS 
 3.50  29000 -3.0  2.0  0.0663  0.3124 Kp L ATLAS 
 4.00  29000 -3.0  2.0  0.0651  0.2752 Kp L ATLAS 
 4.50  29000 -3.0  2.0  0.0655  0.2512 Kp L ATLAS 
 5.00  29000 -3.0  2.0  0.0663  0.2368 Kp L ATLAS 
 3.50  30000 -3.0  2.0  0.0583  0.3166 Kp L ATLAS 
 4.00  30000 -3.0  2.0  0.0602  0.2762 Kp L ATLAS 
 4.50  30000 -3.0  2.0  0.0621  0.2506 Kp L ATLAS 
 5.00  30000 -3.0  2.0  0.0632  0.2355 Kp L ATLAS 
 3.50  31000 -3.0  2.0  0.0488  0.3233 Kp L ATLAS 
 4.00  31000 -3.0  2.0  0.0543  0.2761 Kp L ATLAS 
 4.50  31000 -3.0  2.0  0.0581  0.2485 Kp L ATLAS 
 5.00  31000 -3.0  2.0  0.0608  0.2316 Kp L ATLAS 
 4.00  32000 -3.0  2.0  0.0480  0.2759 Kp L ATLAS 
 4.50  32000 -3.0  2.0  0.0543  0.2447 Kp L ATLAS 
 5.00  32000 -3.0  2.0  0.0580  0.2265 Kp L ATLAS 
 4.00  33000 -3.0  2.0  0.0402  0.2774 Kp L ATLAS 
 4.50  33000 -3.0  2.0  0.0502  0.2405 Kp L ATLAS 
 5.00  33000 -3.0  2.0  0.0556  0.2198 Kp L ATLAS 
 4.00  34000 -3.0  2.0  0.0306  0.2806 Kp L ATLAS 
 4.50  34000 -3.0  2.0  0.0446  0.2379 Kp L ATLAS 
 5.00  34000 -3.0  2.0  0.0526  0.2135 Kp L ATLAS 
 4.00  35000 -3.0  2.0  0.0208  0.2829 Kp L ATLAS 
 4.50  35000 -3.0  2.0  0.0379  0.2360 Kp L ATLAS 
 5.00  35000 -3.0  2.0  0.0485  0.2081 Kp L ATLAS 
 4.50  37500 -3.0  2.0  0.0191  0.2302 Kp L ATLAS 
 5.00  37500 -3.0  2.0  0.0342  0.1961 Kp L ATLAS 
 4.50  40000 -3.0  2.0  0.0089  0.2240 Kp L ATLAS 
 5.00  40000 -3.0  2.0  0.0222  0.1839 Kp L ATLAS 
 5.00  42500 -3.0  2.0  0.0162  0.1779 Kp L ATLAS 
 5.00  45000 -3.0  2.0  0.0130  0.1774 Kp L ATLAS 
 5.00  47500 -3.0  2.0  0.0113  0.1788 Kp L ATLAS 
 5.00  50000 -3.0  2.0  0.0102  0.1808 Kp L ATLAS 
 0.00   3500 -2.5  2.0  0.7587 -0.0768 Kp L ATLAS 
 0.50   3500 -2.5  2.0  0.7941 -0.1017 Kp L ATLAS 
 1.00   3500 -2.5  2.0  0.7301 -0.0396 Kp L ATLAS 
 1.50   3500 -2.5  2.0  0.5269  0.1377 Kp L ATLAS 
 2.00   3500 -2.5  2.0  0.3260  0.3259 Kp L ATLAS 
 2.50   3500 -2.5  2.0  0.2160  0.4180 Kp L ATLAS 
 3.00   3500 -2.5  2.0  0.1691  0.4723 Kp L ATLAS 
 3.50   3500 -2.5  2.0  0.1599  0.4856 Kp L ATLAS 
 4.00   3500 -2.5  2.0  0.1723  0.4837 Kp L ATLAS 
 0.00   3750 -2.5  2.0  0.7108 -0.0371 Kp L ATLAS 
 0.50   3750 -2.5  2.0  0.7312 -0.0450 Kp L ATLAS 
 1.00   3750 -2.5  2.0  0.7377 -0.0377 Kp L ATLAS 
 1.50   3750 -2.5  2.0  0.7111 -0.0034 Kp L ATLAS 
 2.00   3750 -2.5  2.0  0.5792  0.1123 Kp L ATLAS 
 2.50   3750 -2.5  2.0  0.3797  0.2771 Kp L ATLAS 
 3.00   3750 -2.5  2.0  0.2337  0.3925 Kp L ATLAS 
 3.50   3750 -2.5  2.0  0.1552  0.4628 Kp L ATLAS 
 4.00   3750 -2.5  2.0  0.1293  0.4840 Kp L ATLAS 
 4.50   3750 -2.5  2.0  0.1285  0.4923 Kp L ATLAS 
 0.00   4000 -2.5  2.0  0.6528  0.0112 Kp L ATLAS 
 0.50   4000 -2.5  2.0  0.6457  0.0292 Kp L ATLAS 
 1.00   4000 -2.5  2.0  0.6337  0.0543 Kp L ATLAS 
 1.50   4000 -2.5  2.0  0.6183  0.0832 Kp L ATLAS 
 2.00   4000 -2.5  2.0  0.5935  0.1173 Kp L ATLAS 
 2.50   4000 -2.5  2.0  0.5132  0.1890 Kp L ATLAS 
 3.00   4000 -2.5  2.0  0.3714  0.2980 Kp L ATLAS 
 3.50   4000 -2.5  2.0  0.2469  0.3836 Kp L ATLAS 
 4.00   4000 -2.5  2.0  0.1772  0.4182 Kp L ATLAS 
 4.50   4000 -2.5  2.0  0.1379  0.4390 Kp L ATLAS 
 0.00   4250 -2.5  2.0  0.6091  0.0420 Kp L ATLAS 
 0.50   4250 -2.5  2.0  0.5816  0.0758 Kp L ATLAS 
 1.00   4250 -2.5  2.0  0.5460  0.1207 Kp L ATLAS 
 1.50   4250 -2.5  2.0  0.5131  0.1650 Kp L ATLAS 
 2.00   4250 -2.5  2.0  0.4879  0.2026 Kp L ATLAS 
 2.50   4250 -2.5  2.0  0.4645  0.2331 Kp L ATLAS 
 3.00   4250 -2.5  2.0  0.4056  0.2838 Kp L ATLAS 
 3.50   4250 -2.5  2.0  0.3090  0.3541 Kp L ATLAS 
 4.00   4250 -2.5  2.0  0.2130  0.4165 Kp L ATLAS 
 4.50   4250 -2.5  2.0  0.1534  0.4463 Kp L ATLAS 
 5.00   4250 -2.5  2.0  0.1268  0.4539 Kp L ATLAS 
 0.00   4500 -2.5  2.0  0.5801  0.0635 Kp L ATLAS 
 0.50   4500 -2.5  2.0  0.5451  0.0994 Kp L ATLAS 
 1.00   4500 -2.5  2.0  0.5037  0.1437 Kp L ATLAS 
 1.50   4500 -2.5  2.0  0.4574  0.1949 Kp L ATLAS 
 2.00   4500 -2.5  2.0  0.4203  0.2396 Kp L ATLAS 
 2.50   4500 -2.5  2.0  0.3913  0.2749 Kp L ATLAS 
 3.00   4500 -2.5  2.0  0.3654  0.3045 Kp L ATLAS 
 3.50   4500 -2.5  2.0  0.3254  0.3366 Kp L ATLAS 
 4.00   4500 -2.5  2.0  0.2501  0.3864 Kp L ATLAS 
 4.50   4500 -2.5  2.0  0.1781  0.4299 Kp L ATLAS 
 5.00   4500 -2.5  2.0  0.1321  0.4434 Kp L ATLAS 
 0.00   4750 -2.5  2.0  0.5483  0.0917 Kp L ATLAS 
 0.50   4750 -2.5  2.0  0.5169  0.1226 Kp L ATLAS 
 1.00   4750 -2.5  2.0  0.4784  0.1600 Kp L ATLAS 
 1.50   4750 -2.5  2.0  0.4344  0.2039 Kp L ATLAS 
 2.00   4750 -2.5  2.0  0.3915  0.2478 Kp L ATLAS 
 2.50   4750 -2.5  2.0  0.3587  0.2829 Kp L ATLAS 
 3.00   4750 -2.5  2.0  0.3313  0.3109 Kp L ATLAS 
 3.50   4750 -2.5  2.0  0.3017  0.3406 Kp L ATLAS 
 4.00   4750 -2.5  2.0  0.2670  0.3714 Kp L ATLAS 
 4.50   4750 -2.5  2.0  0.2089  0.3984 Kp L ATLAS 
 5.00   4750 -2.5  2.0  0.1506  0.4314 Kp L ATLAS 
 0.00   5000 -2.5  2.0  0.5153  0.1211 Kp L ATLAS 
 0.50   5000 -2.5  2.0  0.4901  0.1452 Kp L ATLAS 
 1.00   5000 -2.5  2.0  0.4573  0.1764 Kp L ATLAS 
 1.50   5000 -2.5  2.0  0.4214  0.2107 Kp L ATLAS 
 2.00   5000 -2.5  2.0  0.3831  0.2485 Kp L ATLAS 
 2.50   5000 -2.5  2.0  0.3480  0.2822 Kp L ATLAS 
 3.00   5000 -2.5  2.0  0.3210  0.3083 Kp L ATLAS 
 3.50   5000 -2.5  2.0  0.2943  0.3306 Kp L ATLAS 
 4.00   5000 -2.5  2.0  0.2673  0.3496 Kp L ATLAS 
 4.50   5000 -2.5  2.0  0.2248  0.3837 Kp L ATLAS 
 5.00   5000 -2.5  2.0  0.1696  0.4199 Kp L ATLAS 
 0.00   5250 -2.5  2.0  0.4781  0.1520 Kp L ATLAS 
 0.50   5250 -2.5  2.0  0.4616  0.1682 Kp L ATLAS 
 1.00   5250 -2.5  2.0  0.4371  0.1919 Kp L ATLAS 
 1.50   5250 -2.5  2.0  0.4085  0.2196 Kp L ATLAS 
 2.00   5250 -2.5  2.0  0.3776  0.2487 Kp L ATLAS 
 2.50   5250 -2.5  2.0  0.3479  0.2774 Kp L ATLAS 
 3.00   5250 -2.5  2.0  0.3217  0.3015 Kp L ATLAS 
 3.50   5250 -2.5  2.0  0.3007  0.3191 Kp L ATLAS 
 4.00   5250 -2.5  2.0  0.2754  0.3376 Kp L ATLAS 
 4.50   5250 -2.5  2.0  0.2477  0.3535 Kp L ATLAS 
 5.00   5250 -2.5  2.0  0.2027  0.3862 Kp L ATLAS 
 0.00   5500 -2.5  2.0  0.4354  0.1880 Kp L ATLAS 
 0.50   5500 -2.5  2.0  0.4304  0.1927 Kp L ATLAS 
 1.00   5500 -2.5  2.0  0.4156  0.2079 Kp L ATLAS 
 1.50   5500 -2.5  2.0  0.3945  0.2275 Kp L ATLAS 
 2.00   5500 -2.5  2.0  0.3709  0.2495 Kp L ATLAS 
 2.50   5500 -2.5  2.0  0.3461  0.2729 Kp L ATLAS 
 3.00   5500 -2.5  2.0  0.3259  0.2920 Kp L ATLAS 
 3.50   5500 -2.5  2.0  0.3051  0.3107 Kp L ATLAS 
 4.00   5500 -2.5  2.0  0.2881  0.3214 Kp L ATLAS 
 4.50   5500 -2.5  2.0  0.2585  0.3433 Kp L ATLAS 
 5.00   5500 -2.5  2.0  0.2296  0.3592 Kp L ATLAS 
 0.00   5750 -2.5  2.0  0.5169  0.1118 Kp L ATLAS 
 0.50   5750 -2.5  2.0  0.3918  0.2243 Kp L ATLAS 
 1.00   5750 -2.5  2.0  0.3880  0.2275 Kp L ATLAS 
 1.50   5750 -2.5  2.0  0.3773  0.2377 Kp L ATLAS 
 2.00   5750 -2.5  2.0  0.3606  0.2530 Kp L ATLAS 
 2.50   5750 -2.5  2.0  0.3425  0.2700 Kp L ATLAS 
 3.00   5750 -2.5  2.0  0.3254  0.2861 Kp L ATLAS 
 3.50   5750 -2.5  2.0  0.3111  0.2988 Kp L ATLAS 
 4.00   5750 -2.5  2.0  0.2962  0.3106 Kp L ATLAS 
 4.50   5750 -2.5  2.0  0.2702  0.3294 Kp L ATLAS 
 5.00   5750 -2.5  2.0  0.2429  0.3471 Kp L ATLAS 
 0.00   6000 -2.5  2.0  0.5238  0.1094 Kp L ATLAS 
 0.50   6000 -2.5  2.0  0.4929  0.1307 Kp L ATLAS 
 1.00   6000 -2.5  2.0  0.3806  0.2267 Kp L ATLAS 
 1.50   6000 -2.5  2.0  0.3546  0.2525 Kp L ATLAS 
 2.00   6000 -2.5  2.0  0.3468  0.2598 Kp L ATLAS 
 2.50   6000 -2.5  2.0  0.3353  0.2701 Kp L ATLAS 
 3.00   6000 -2.5  2.0  0.3248  0.2800 Kp L ATLAS 
 3.50   6000 -2.5  2.0  0.3076  0.2960 Kp L ATLAS 
 4.00   6000 -2.5  2.0  0.2951  0.3060 Kp L ATLAS 
 4.50   6000 -2.5  2.0  0.2784  0.3182 Kp L ATLAS 
 5.00   6000 -2.5  2.0  0.2577  0.3303 Kp L ATLAS 
 0.50   6250 -2.5  2.0  0.4956  0.1332 Kp L ATLAS 
 1.00   6250 -2.5  2.0  0.4570  0.1599 Kp L ATLAS 
 1.50   6250 -2.5  2.0  0.3536  0.2453 Kp L ATLAS 
 2.00   6250 -2.5  2.0  0.3286  0.2702 Kp L ATLAS 
 2.50   6250 -2.5  2.0  0.3241  0.2738 Kp L ATLAS 
 3.00   6250 -2.5  2.0  0.3165  0.2805 Kp L ATLAS 
 3.50   6250 -2.5  2.0  0.3083  0.2873 Kp L ATLAS 
 4.00   6250 -2.5  2.0  0.2980  0.2955 Kp L ATLAS 
 4.50   6250 -2.5  2.0  0.2832  0.3080 Kp L ATLAS 
 5.00   6250 -2.5  2.0  0.2640  0.3213 Kp L ATLAS 
 0.50   6500 -2.5  2.0  0.4911  0.1405 Kp L ATLAS 
 1.00   6500 -2.5  2.0  0.4653  0.1574 Kp L ATLAS 
 1.50   6500 -2.5  2.0  0.4232  0.1833 Kp L ATLAS 
 2.00   6500 -2.5  2.0  0.3267  0.2629 Kp L ATLAS 
 2.50   6500 -2.5  2.0  0.3045  0.2846 Kp L ATLAS 
 3.00   6500 -2.5  2.0  0.3037  0.2850 Kp L ATLAS 
 3.50   6500 -2.5  2.0  0.3008  0.2873 Kp L ATLAS 
 4.00   6500 -2.5  2.0  0.2945  0.2918 Kp L ATLAS 
 4.50   6500 -2.5  2.0  0.2851  0.3001 Kp L ATLAS 
 5.00   6500 -2.5  2.0  0.2705  0.3102 Kp L ATLAS 
 0.50   6750 -2.5  2.0  0.4688  0.1604 Kp L ATLAS 
 1.00   6750 -2.5  2.0  0.4609  0.1643 Kp L ATLAS 
 1.50   6750 -2.5  2.0  0.4338  0.1808 Kp L ATLAS 
 2.00   6750 -2.5  2.0  0.3901  0.2042 Kp L ATLAS 
 2.50   6750 -2.5  2.0  0.2984  0.2805 Kp L ATLAS 
 3.00   6750 -2.5  2.0  0.2873  0.2934 Kp L ATLAS 
 3.50   6750 -2.5  2.0  0.2878  0.2933 Kp L ATLAS 
 4.00   6750 -2.5  2.0  0.2849  0.2948 Kp L ATLAS 
 4.50   6750 -2.5  2.0  0.2818  0.2967 Kp L ATLAS 
 5.00   6750 -2.5  2.0  0.2714  0.3035 Kp L ATLAS 
 0.50   7000 -2.5  2.0  0.4328  0.1924 Kp L ATLAS 
 1.00   7000 -2.5  2.0  0.4371  0.1841 Kp L ATLAS 
 1.50   7000 -2.5  2.0  0.4311  0.1849 Kp L ATLAS 
